Isolate_Id,PB2 Segment_Id,PB1 Segment_Id,PA Segment_Id,HA Segment_Id,NP Segment_Id,NA Segment_Id,MP Segment_Id,NS Segment_Id,HE Segment_Id,P3 Segment_Id,Isolate_Name,Subtype
EPI_ISL_14925112,EPI2168260|150524133621_PB2_2017,EPI2168261|150524133621_PB1_2017,EPI2168259|150524133621_PA_2017,EPI2168263|150524133621_HA_2017,EPI2168256|150524133621_NP_2017,EPI2168262|150524133621_NA_2017,EPI2168258|150524133621_MP_2017,EPI2168257|150524133621_NS_2017,,,A/Michigan/UOM150524133621/2017,A / H3N2
EPI_ISL_14925131,EPI2168268|150524133622_PB2_2017,EPI2168269|150524133622_PB1_2017,EPI2168267|150524133622_PA_2017,EPI2168271|150524133622_HA_2017,EPI2168264|150524133622_NP_2017,EPI2168270|150524133622_NA_2017,EPI2168266|150524133622_MP_2017,EPI2168265|150524133622_NS_2017,,,A/Michigan/UOM150524133622/2017,A / H3N2
EPI_ISL_14925145,EPI2168276|150524133623_PB2_2017,EPI2168277|150524133623_PB1_2017,EPI2168275|150524133623_PA_2017,EPI2168279|150524133623_HA_2017,EPI2168272|150524133623_NP_2017,EPI2168278|150524133623_NA_2017,EPI2168274|150524133623_MP_2017,EPI2168273|150524133623_NS_2017,,,A/Michigan/UOM150524133623/2017,A / H3N2
EPI_ISL_14925146,EPI2168284|150524133624_PB2_2017,EPI2168285|150524133624_PB1_2017,EPI2168283|150524133624_PA_2017,EPI2168287|150524133624_HA_2017,EPI2168280|150524133624_NP_2017,EPI2168286|150524133624_NA_2017,EPI2168282|150524133624_MP_2017,EPI2168281|150524133624_NS_2017,,,A/Michigan/UOM150524133624/2017,A / H3N2
EPI_ISL_14925153,EPI2168292|150524133625_PB2_2017,EPI2168293|150524133625_PB1_2017,EPI2168291|150524133625_PA_2017,EPI2168295|150524133625_HA_2017,EPI2168288|150524133625_NP_2017,EPI2168294|150524133625_NA_2017,EPI2168290|150524133625_MP_2017,EPI2168289|150524133625_NS_2017,,,A/Michigan/UOM150524133625/2017,A / H3N2
EPI_ISL_14925173,EPI2168300|150524133626_PB2_2017,EPI2168301|150524133626_PB1_2017,EPI2168299|150524133626_PA_2017,EPI2168303|150524133626_HA_2017,EPI2168296|150524133626_NP_2017,EPI2168302|150524133626_NA_2017,EPI2168298|150524133626_MP_2017,EPI2168297|150524133626_NS_2017,,,A/Michigan/UOM150524133626/2017,A / H3N2
EPI_ISL_14925190,EPI2168308|150524133627_PB2_2017,EPI2168309|150524133627_PB1_2017,EPI2168307|150524133627_PA_2017,EPI2168311|150524133627_HA_2017,EPI2168304|150524133627_NP_2017,EPI2168310|150524133627_NA_2017,EPI2168306|150524133627_MP_2017,EPI2168305|150524133627_NS_2017,,,A/Michigan/UOM150524133627/2017,A / H3N2
EPI_ISL_14925207,EPI2168317|150524133628_PB2_2017,EPI2168318|150524133628_PB1_2017,EPI2168315|150524133628_PA_2017,EPI2168320|150524133628_HA_2017,EPI2168312|150524133628_NP_2017,EPI2168319|150524133628_NA_2017,EPI2168314|150524133628_MP_2017,EPI2168313|150524133628_NS_2017,,,A/Michigan/UOM150524133628/2017,A / H3N2
EPI_ISL_14925215,EPI2168325|150524133629_PB2_2017,EPI2168326|150524133629_PB1_2017,EPI2168324|150524133629_PA_2017,EPI2168328|150524133629_HA_2017,EPI2168321|150524133629_NP_2017,EPI2168327|150524133629_NA_2017,EPI2168323|150524133629_MP_2017,EPI2168322|150524133629_NS_2017,,,A/Michigan/UOM150524133629/2017,A / H3N2
EPI_ISL_14925216,EPI2168333|150524133630_PB2_2017,EPI2168335|150524133630_PB1_2017,EPI2168332|150524133630_PA_2017,EPI2168337|150524133630_HA_2017,EPI2168329|150524133630_NP_2017,EPI2168336|150524133630_NA_2017,EPI2168331|150524133630_MP_2017,EPI2168330|150524133630_NS_2017,,,A/Michigan/UOM150524133630/2017,A / H3N2
EPI_ISL_14925217,EPI2168342|150524133829_PB2_2017,EPI2168343|150524133829_PB1_2017,EPI2168341|150524133829_PA_2017,EPI2168345|150524133829_HA_2017,EPI2168338|150524133829_NP_2017,EPI2168344|150524133829_NA_2017,EPI2168340|150524133829_MP_2017,EPI2168339|150524133829_NS_2017,,,A/Michigan/UOM150524133829/2017,A / H3N2
EPI_ISL_14925223,EPI2168350|150524133631_PB2_2017,EPI2168352|150524133631_PB1_2017,EPI2168349|150524133631_PA_2017,EPI2168354|150524133631_HA_2017,EPI2168346|150524133631_NP_2017,EPI2168353|150524133631_NA_2017,EPI2168348|150524133631_MP_2017,EPI2168347|150524133631_NS_2017,,,A/Michigan/UOM150524133631/2017,A / H3N2
EPI_ISL_14925241,EPI2168359|150524133632_PB2_2017,EPI2168360|150524133632_PB1_2017,EPI2168358|150524133632_PA_2017,EPI2168362|150524133632_HA_2017,EPI2168355|150524133632_NP_2017,EPI2168361|150524133632_NA_2017,EPI2168357|150524133632_MP_2017,EPI2168356|150524133632_NS_2017,,,A/Michigan/UOM150524133632/2017,A / H3N2
EPI_ISL_14925244,EPI2168367|150524133633_PB2_2017,EPI2168368|150524133633_PB1_2017,EPI2168366|150524133633_PA_2017,EPI2168371|150524133633_HA_2017,EPI2168363|150524133633_NP_2017,EPI2168369|150524133633_NA_2017,EPI2168365|150524133633_MP_2017,EPI2168364|150524133633_NS_2017,,,A/Michigan/UOM150524133633/2017,A / H3N2
EPI_ISL_14925257,EPI2168376|150524133634_PB2_2017,EPI2168377|150524133634_PB1_2017,EPI2168375|150524133634_PA_2017,EPI2168379|150524133634_HA_2017,EPI2168372|150524133634_NP_2017,EPI2168378|150524133634_NA_2017,EPI2168374|150524133634_MP_2017,EPI2168373|150524133634_NS_2017,,,A/Michigan/UOM150524133634/2017,A / H3N2
EPI_ISL_14925274,EPI2168384|150524133636_PB2_2017,EPI2168385|150524133636_PB1_2017,EPI2168383|150524133636_PA_2017,EPI2168388|150524133636_HA_2017,EPI2168380|150524133636_NP_2017,EPI2168387|150524133636_NA_2017,EPI2168382|150524133636_MP_2017,EPI2168381|150524133636_NS_2017,,,A/Michigan/UOM150524133636/2017,A / H3N2
EPI_ISL_14925289,EPI2168393|150524133637_PB2_2017,EPI2168394|150524133637_PB1_2017,EPI2168392|150524133637_PA_2017,EPI2168396|150524133637_HA_2017,EPI2168389|150524133637_NP_2017,EPI2168395|150524133637_NA_2017,EPI2168391|150524133637_MP_2017,EPI2168390|150524133637_NS_2017,,,A/Michigan/UOM150524133637/2017,A / H3N2
EPI_ISL_14925292,EPI2168401|150524133638_PB2_2017,EPI2168402|150524133638_PB1_2017,EPI2168400|150524133638_PA_2017,EPI2168405|150524133638_HA_2017,EPI2168397|150524133638_NP_2017,EPI2168403|150524133638_NA_2017,EPI2168399|150524133638_MP_2017,EPI2168398|150524133638_NS_2017,,,A/Michigan/UOM150524133638/2017,A / H3N2
EPI_ISL_14925311,EPI2168410|150524133639_PB2_2017,EPI2168411|150524133639_PB1_2017,EPI2168409|150524133639_PA_2017,EPI2168413|150524133639_HA_2017,EPI2168406|150524133639_NP_2017,EPI2168412|150524133639_NA_2017,EPI2168408|150524133639_MP_2017,EPI2168407|150524133639_NS_2017,,,A/Michigan/UOM150524133639/2017,A / H3N2
EPI_ISL_14925315,EPI2168418|150524133640_PB2_2017,EPI2168419|150524133640_PB1_2017,EPI2168417|150524133640_PA_2017,EPI2168421|150524133640_HA_2017,EPI2168414|150524133640_NP_2017,EPI2168420|150524133640_NA_2017,EPI2168416|150524133640_MP_2017,EPI2168415|150524133640_NS_2017,,,A/Michigan/UOM150524133640/2017,A / H3N2
EPI_ISL_14925533,EPI2168426|150524133642_PB2_2017,EPI2168427|150524133642_PB1_2017,EPI2168425|150524133642_PA_2017,EPI2168429|150524133642_HA_2017,EPI2168422|150524133642_NP_2017,EPI2168428|150524133642_NA_2017,EPI2168424|150524133642_MP_2017,EPI2168423|150524133642_NS_2017,,,A/Michigan/UOM150524133642/2017,A / H3N2
EPI_ISL_14925534,EPI2168434|150524133641_PB2_2017,EPI2168435|150524133641_PB1_2017,EPI2168433|150524133641_PA_2017,EPI2168437|150524133641_HA_2017,EPI2168430|150524133641_NP_2017,EPI2168436|150524133641_NA_2017,EPI2168432|150524133641_MP_2017,EPI2168431|150524133641_NS_2017,,,A/Michigan/UOM150524133641/2017,A / H3N2
EPI_ISL_14925535,EPI2168442|150524133643_PB2_2017,EPI2168443|150524133643_PB1_2017,EPI2168441|150524133643_PA_2017,EPI2168445|150524133643_HA_2017,EPI2168438|150524133643_NP_2017,EPI2168444|150524133643_NA_2017,EPI2168440|150524133643_MP_2017,EPI2168439|150524133643_NS_2017,,,A/Michigan/UOM150524133643/2017,A / H3N2
EPI_ISL_14925536,EPI2168450|150524133645_PB2_2017,EPI2168451|150524133645_PB1_2017,EPI2168449|150524133645_PA_2017,EPI2168453|150524133645_HA_2017,EPI2168446|150524133645_NP_2017,EPI2168452|150524133645_NA_2017,EPI2168448|150524133645_MP_2017,EPI2168447|150524133645_NS_2017,,,A/Michigan/UOM150524133645/2017,A / H3N2
EPI_ISL_14925537,EPI2168458|150524133646_PB2_2017,EPI2168459|150524133646_PB1_2017,EPI2168457|150524133646_PA_2017,EPI2168461|150524133646_HA_2017,EPI2168454|150524133646_NP_2017,EPI2168460|150524133646_NA_2017,EPI2168456|150524133646_MP_2017,EPI2168455|150524133646_NS_2017,,,A/Michigan/UOM150524133646/2017,A / H3N2
EPI_ISL_14925538,EPI2168466|150524133647_PB2_2017,EPI2168467|150524133647_PB1_2017,EPI2168465|150524133647_PA_2017,EPI2168469|150524133647_HA_2017,EPI2168462|150524133647_NP_2017,EPI2168468|150524133647_NA_2017,EPI2168464|150524133647_MP_2017,EPI2168463|150524133647_NS_2017,,,A/Michigan/UOM150524133647/2017,A / H3N2
EPI_ISL_14925539,EPI2168474|150524133648_PB2_2018,EPI2168475|150524133648_PB1_2018,EPI2168473|150524133648_PA_2018,EPI2168477|150524133648_HA_2018,EPI2168470|150524133648_NP_2018,EPI2168476|150524133648_NA_2018,EPI2168472|150524133648_MP_2018,EPI2168471|150524133648_NS_2018,,,A/Michigan/UOM150524133648/2018,A / H3N2
EPI_ISL_14925540,EPI2168482|150524133650_PB2_2018,EPI2168483|150524133650_PB1_2018,EPI2168481|150524133650_PA_2018,EPI2168485|150524133650_HA_2018,EPI2168478|150524133650_NP_2018,EPI2168484|150524133650_NA_2018,EPI2168480|150524133650_MP_2018,EPI2168479|150524133650_NS_2018,,,A/Michigan/UOM150524133650/2018,A / H3N2
EPI_ISL_14925544,EPI2168490|150524133649_PB2_2018,EPI2168491|150524133649_PB1_2018,EPI2168489|150524133649_PA_2018,EPI2168493|150524133649_HA_2018,EPI2168486|150524133649_NP_2018,EPI2168492|150524133649_NA_2018,EPI2168488|150524133649_MP_2018,EPI2168487|150524133649_NS_2018,,,A/Michigan/UOM150524133649/2018,A / H3N2
EPI_ISL_14925545,EPI2168498|150524133651_PB2_2018,EPI2168499|150524133651_PB1_2018,EPI2168497|150524133651_PA_2018,EPI2168501|150524133651_HA_2018,EPI2168494|150524133651_NP_2018,EPI2168500|150524133651_NA_2018,EPI2168496|150524133651_MP_2018,EPI2168495|150524133651_NS_2018,,,A/Michigan/UOM150524133651/2018,A / H3N2
EPI_ISL_14925546,EPI2168506|150524133652_PB2_2018,EPI2168507|150524133652_PB1_2018,EPI2168505|150524133652_PA_2018,EPI2168509|150524133652_HA_2018,EPI2168502|150524133652_NP_2018,EPI2168508|150524133652_NA_2018,EPI2168504|150524133652_MP_2018,EPI2168503|150524133652_NS_2018,,,A/Michigan/UOM150524133652/2018,A / H3N2
EPI_ISL_14925547,EPI2168514|150524133653_PB2_2018,EPI2168515|150524133653_PB1_2018,EPI2168513|150524133653_PA_2018,EPI2168517|150524133653_HA_2018,EPI2168510|150524133653_NP_2018,EPI2168516|150524133653_NA_2018,EPI2168512|150524133653_MP_2018,EPI2168511|150524133653_NS_2018,,,A/Michigan/UOM150524133653/2018,A / H3N2
EPI_ISL_14925549,EPI2168522|150524133656_PB2_2018,EPI2168523|150524133656_PB1_2018,EPI2168521|150524133656_PA_2018,EPI2168525|150524133656_HA_2018,EPI2168518|150524133656_NP_2018,EPI2168524|150524133656_NA_2018,EPI2168520|150524133656_MP_2018,EPI2168519|150524133656_NS_2018,,,A/Michigan/UOM150524133656/2018,A / H3N2
EPI_ISL_14925550,EPI2168530|150524133831_PB2_2018,EPI2168531|150524133831_PB1_2018,EPI2168529|150524133831_PA_2018,EPI2168534|150524133831_HA_2018,EPI2168526|150524133831_NP_2018,EPI2168532|150524133831_NA_2018,EPI2168528|150524133831_MP_2018,EPI2168527|150524133831_NS_2018,,,A/Michigan/UOM150524133831/2018,A / H3N2
EPI_ISL_14925551,EPI2168539|150524133657_PB2_2018,EPI2168540|150524133657_PB1_2018,EPI2168538|150524133657_PA_2018,EPI2168542|150524133657_HA_2018,EPI2168535|150524133657_NP_2018,EPI2168541|150524133657_NA_2018,EPI2168537|150524133657_MP_2018,EPI2168536|150524133657_NS_2018,,,A/Michigan/UOM150524133657/2018,A / H3N2
EPI_ISL_14925552,EPI2168547|150524133659_PB2_2018,EPI2168548|150524133659_PB1_2018,EPI2168546|150524133659_PA_2018,EPI2168550|150524133659_HA_2018,EPI2168543|150524133659_NP_2018,EPI2168549|150524133659_NA_2018,EPI2168545|150524133659_MP_2018,EPI2168544|150524133659_NS_2018,,,A/Michigan/UOM150524133659/2018,A / H3N2
EPI_ISL_14925553,EPI2168556|150524133660_PB2_2018,EPI2168557|150524133660_PB1_2018,EPI2168555|150524133660_PA_2018,EPI2168559|150524133660_HA_2018,EPI2168551|150524133660_NP_2018,EPI2168558|150524133660_NA_2018,EPI2168554|150524133660_MP_2018,EPI2168552|150524133660_NS_2018,,,A/Michigan/UOM150524133660/2018,A / H3N2
EPI_ISL_14925554,EPI2168564|150524133661_PB2_2018,EPI2168565|150524133661_PB1_2018,EPI2168563|150524133661_PA_2018,EPI2168568|150524133661_HA_2018,EPI2168560|150524133661_NP_2018,EPI2168566|150524133661_NA_2018,EPI2168562|150524133661_MP_2018,EPI2168561|150524133661_NS_2018,,,A/Michigan/UOM150524133661/2018,A / H3N2
EPI_ISL_14925555,EPI2168573|150524133662_PB2_2018,EPI2168574|150524133662_PB1_2018,EPI2168572|150524133662_PA_2018,EPI2168576|150524133662_HA_2018,EPI2168569|150524133662_NP_2018,EPI2168575|150524133662_NA_2018,EPI2168571|150524133662_MP_2018,EPI2168570|150524133662_NS_2018,,,A/Michigan/UOM150524133662/2018,A / H3N2
EPI_ISL_14925556,EPI2168581|150524133663_PB2_2018,EPI2168582|150524133663_PB1_2018,EPI2168580|150524133663_PA_2018,EPI2168585|150524133663_HA_2018,EPI2168577|150524133663_NP_2018,EPI2168583|150524133663_NA_2018,EPI2168579|150524133663_MP_2018,EPI2168578|150524133663_NS_2018,,,A/Michigan/UOM150524133663/2018,A / H3N2
EPI_ISL_14925557,EPI2168590|150524133664_PB2_2018,EPI2168591|150524133664_PB1_2018,EPI2168589|150524133664_PA_2018,EPI2168593|150524133664_HA_2018,EPI2168586|150524133664_NP_2018,EPI2168592|150524133664_NA_2018,EPI2168588|150524133664_MP_2018,EPI2168587|150524133664_NS_2018,,,A/Michigan/UOM150524133664/2018,A / H3N2
EPI_ISL_14925558,EPI2168598|150524133665_PB2_2018,EPI2168599|150524133665_PB1_2018,EPI2168597|150524133665_PA_2018,EPI2168602|150524133665_HA_2018,EPI2168594|150524133665_NP_2018,EPI2168601|150524133665_NA_2018,EPI2168596|150524133665_MP_2018,EPI2168595|150524133665_NS_2018,,,A/Michigan/UOM150524133665/2018,A / H3N2
EPI_ISL_14925559,EPI2168607|150524133666_PB2_2018,EPI2168608|150524133666_PB1_2018,EPI2168606|150524133666_PA_2018,EPI2168610|150524133666_HA_2018,EPI2168603|150524133666_NP_2018,EPI2168609|150524133666_NA_2018,EPI2168605|150524133666_MP_2018,EPI2168604|150524133666_NS_2018,,,A/Michigan/UOM150524133666/2018,A / H3N2
EPI_ISL_14925560,EPI2168615|150524133668_PB2_2018,EPI2168616|150524133668_PB1_2018,EPI2168614|150524133668_PA_2018,EPI2168619|150524133668_HA_2018,EPI2168611|150524133668_NP_2018,EPI2168617|150524133668_NA_2018,EPI2168613|150524133668_MP_2018,EPI2168612|150524133668_NS_2018,,,A/Michigan/UOM150524133668/2018,A / H3N2
EPI_ISL_14925561,EPI2168624|150524133670_PB2_2018,EPI2168625|150524133670_PB1_2018,EPI2168623|150524133670_PA_2018,EPI2168627|150524133670_HA_2018,EPI2168620|150524133670_NP_2018,EPI2168626|150524133670_NA_2018,EPI2168622|150524133670_MP_2018,EPI2168621|150524133670_NS_2018,,,A/Michigan/UOM150524133670/2018,A / H3N2
EPI_ISL_14925562,EPI2168632|150524133671_PB2_2018,EPI2168633|150524133671_PB1_2018,EPI2168631|150524133671_PA_2018,EPI2168636|150524133671_HA_2018,EPI2168628|150524133671_NP_2018,EPI2168634|150524133671_NA_2018,EPI2168630|150524133671_MP_2018,EPI2168629|150524133671_NS_2018,,,A/Michigan/UOM150524133671/2018,A / H3N2
EPI_ISL_14925563,EPI2168641|150524133673_PB2_2018,EPI2168642|150524133673_PB1_2018,EPI2168640|150524133673_PA_2018,EPI2168644|150524133673_HA_2018,EPI2168637|150524133673_NP_2018,EPI2168643|150524133673_NA_2018,EPI2168639|150524133673_MP_2018,EPI2168638|150524133673_NS_2018,,,A/Michigan/UOM150524133673/2018,A / H3N2
EPI_ISL_14925564,EPI2168649|150524133674_PB2_2018,EPI2168650|150524133674_PB1_2018,EPI2168648|150524133674_PA_2018,EPI2168652|150524133674_HA_2018,EPI2168645|150524133674_NP_2018,EPI2168651|150524133674_NA_2018,EPI2168647|150524133674_MP_2018,EPI2168646|150524133674_NS_2018,,,A/Michigan/UOM150524133674/2018,A / H3N2
EPI_ISL_14925565,EPI2168658|150524133675_PB2_2018,EPI2168659|150524133675_PB1_2018,EPI2168657|150524133675_PA_2018,EPI2168661|150524133675_HA_2018,EPI2168653|150524133675_NP_2018,EPI2168660|150524133675_NA_2018,EPI2168656|150524133675_MP_2018,EPI2168655|150524133675_NS_2018,,,A/Michigan/UOM150524133675/2018,A / H3N2
EPI_ISL_14925566,EPI2168666|150524133676_PB2_2018,EPI2168667|150524133676_PB1_2018,EPI2168665|150524133676_PA_2018,EPI2168669|150524133676_HA_2018,EPI2168662|150524133676_NP_2018,EPI2168668|150524133676_NA_2018,EPI2168664|150524133676_MP_2018,EPI2168663|150524133676_NS_2018,,,A/Michigan/UOM150524133676/2018,A / H3N2
EPI_ISL_14925567,EPI2168674|150524133677_PB2_2018,EPI2168675|150524133677_PB1_2018,EPI2168673|150524133677_PA_2018,EPI2168677|150524133677_HA_2018,EPI2168670|150524133677_NP_2018,EPI2168676|150524133677_NA_2018,EPI2168672|150524133677_MP_2018,EPI2168671|150524133677_NS_2018,,,A/Michigan/UOM150524133677/2018,A / H3N2
EPI_ISL_14925568,EPI2168682|150524133678_PB2_2018,EPI2168683|150524133678_PB1_2018,EPI2168681|150524133678_PA_2018,EPI2168685|150524133678_HA_2018,EPI2168678|150524133678_NP_2018,EPI2168684|150524133678_NA_2018,EPI2168680|150524133678_MP_2018,EPI2168679|150524133678_NS_2018,,,A/Michigan/UOM150524133678/2018,A / H3N2
EPI_ISL_14925569,EPI2168690|150524133679_PB2_2018,EPI2168691|150524133679_PB1_2018,EPI2168689|150524133679_PA_2018,EPI2168693|150524133679_HA_2018,EPI2168686|150524133679_NP_2018,EPI2168692|150524133679_NA_2018,EPI2168688|150524133679_MP_2018,EPI2168687|150524133679_NS_2018,,,A/Michigan/UOM150524133679/2018,A / H3N2
EPI_ISL_14925570,EPI2168698|150524133834_PB2_2018,EPI2168699|150524133834_PB1_2018,EPI2168697|150524133834_PA_2018,EPI2168701|150524133834_HA_2018,EPI2168694|150524133834_NP_2018,EPI2168700|150524133834_NA_2018,EPI2168696|150524133834_MP_2018,EPI2168695|150524133834_NS_2018,,,A/Michigan/UOM150524133834/2018,A / H3N2
EPI_ISL_14925571,EPI2168706|150524133680_PB2_2018,EPI2168707|150524133680_PB1_2018,EPI2168705|150524133680_PA_2018,EPI2168709|150524133680_HA_2018,EPI2168702|150524133680_NP_2018,EPI2168708|150524133680_NA_2018,EPI2168704|150524133680_MP_2018,EPI2168703|150524133680_NS_2018,,,A/Michigan/UOM150524133680/2018,A / H3N2
EPI_ISL_14925572,EPI2168714|150524133681_PB2_2018,EPI2168715|150524133681_PB1_2018,EPI2168713|150524133681_PA_2018,EPI2168717|150524133681_HA_2018,EPI2168710|150524133681_NP_2018,EPI2168716|150524133681_NA_2018,EPI2168712|150524133681_MP_2018,EPI2168711|150524133681_NS_2018,,,A/Michigan/UOM150524133681/2018,A / H3N2
EPI_ISL_14925573,EPI2168722|150524133835_PB2_2018,EPI2168723|150524133835_PB1_2018,EPI2168721|150524133835_PA_2018,EPI2168725|150524133835_HA_2018,EPI2168718|150524133835_NP_2018,EPI2168724|150524133835_NA_2018,EPI2168720|150524133835_MP_2018,EPI2168719|150524133835_NS_2018,,,A/Michigan/UOM150524133835/2018,A / H3N2
EPI_ISL_14925574,EPI2168730|150524133682_PB2_2018,EPI2168731|150524133682_PB1_2018,EPI2168729|150524133682_PA_2018,EPI2168733|150524133682_HA_2018,EPI2168726|150524133682_NP_2018,EPI2168732|150524133682_NA_2018,EPI2168728|150524133682_MP_2018,EPI2168727|150524133682_NS_2018,,,A/Michigan/UOM150524133682/2018,A / H3N2
EPI_ISL_14925575,EPI2168738|150524133683_PB2_2018,EPI2168739|150524133683_PB1_2018,EPI2168737|150524133683_PA_2018,EPI2168741|150524133683_HA_2018,EPI2168734|150524133683_NP_2018,EPI2168740|150524133683_NA_2018,EPI2168736|150524133683_MP_2018,EPI2168735|150524133683_NS_2018,,,A/Michigan/UOM150524133683/2018,A / H3N2
