Isolate_Id,PB2 Segment_Id,PB1 Segment_Id,PA Segment_Id,HA Segment_Id,NP Segment_Id,NA Segment_Id,MP Segment_Id,NS Segment_Id,HE Segment_Id,P3 Segment_Id,Isolate_Name,Subtype
EPI_ISL_14925746,EPI2169722|150524133826_PB2_2018,EPI2169723|150524133826_PB1_2018,EPI2169721|150524133826_PA_2018,EPI2169725|150524133826_HA_2018,EPI2169718|150524133826_NP_2018,EPI2169724|150524133826_NA_2018,EPI2169720|150524133826_MP_2018,EPI2169719|150524133826_NS_2018,,,A/Michigan/UOM150524133826/2018,A / H3N2
EPI_ISL_14925747,EPI2169730|150524133827_PB2_2018,EPI2169731|150524133827_PB1_2018,EPI2169729|150524133827_PA_2018,EPI2169733|150524133827_HA_2018,EPI2169726|150524133827_NP_2018,EPI2169732|150524133827_NA_2018,EPI2169728|150524133827_MP_2018,EPI2169727|150524133827_NS_2018,,,A/Michigan/UOM150524133827/2018,A / H3N2
EPI_ISL_14925748,EPI2169738|150524133828_PB2_2018,EPI2169739|150524133828_PB1_2018,EPI2169737|150524133828_PA_2018,EPI2169741|150524133828_HA_2018,EPI2169734|150524133828_NP_2018,EPI2169740|150524133828_NA_2018,EPI2169736|150524133828_MP_2018,EPI2169735|150524133828_NS_2018,,,A/Michigan/UOM150524133828/2018,A / H3N2
EPI_ISL_14925749,EPI2169746|150524000005_PB2_2019,EPI2169747|150524000005_PB1_2019,EPI2169745|150524000005_PA_2019,EPI2169749|150524000005_HA_2019,EPI2169742|150524000005_NP_2019,EPI2169748|150524000005_NA_2019,EPI2169744|150524000005_MP_2019,EPI2169743|150524000005_NS_2019,,,A/Michigan/UOM150524000005/2019,A / H1N1
EPI_ISL_14925750,EPI2169754|150524000006_PB2_2019,EPI2169755|150524000006_PB1_2019,EPI2169753|150524000006_PA_2019,EPI2169757|150524000006_HA_2019,EPI2169750|150524000006_NP_2019,EPI2169756|150524000006_NA_2019,EPI2169752|150524000006_MP_2019,EPI2169751|150524000006_NS_2019,,,A/Michigan/UOM150524000006/2019,A / H1N1
EPI_ISL_14925751,EPI2169762|150524000007_PB2_2019,EPI2169763|150524000007_PB1_2019,EPI2169761|150524000007_PA_2019,EPI2169765|150524000007_HA_2019,EPI2169758|150524000007_NP_2019,EPI2169764|150524000007_NA_2019,EPI2169760|150524000007_MP_2019,EPI2169759|150524000007_NS_2019,,,A/Michigan/UOM150524000007/2019,A / H1N1
EPI_ISL_14925752,EPI2169770|150524000012_PB2_2019,EPI2169771|150524000012_PB1_2019,EPI2169769|150524000012_PA_2019,EPI2169773|150524000012_HA_2019,EPI2169766|150524000012_NP_2019,EPI2169772|150524000012_NA_2019,EPI2169768|150524000012_MP_2019,EPI2169767|150524000012_NS_2019,,,A/Michigan/UOM150524000012/2019,A / H1N1
EPI_ISL_14925753,EPI2169778|150524000013_PB2_2019,EPI2169779|150524000013_PB1_2019,EPI2169777|150524000013_PA_2019,EPI2169781|150524000013_HA_2019,EPI2169774|150524000013_NP_2019,EPI2169780|150524000013_NA_2019,EPI2169776|150524000013_MP_2019,EPI2169775|150524000013_NS_2019,,,A/Michigan/UOM150524000013/2019,A / H1N1
EPI_ISL_14925754,EPI2169786|150524000014_PB2_2019,EPI2169787|150524000014_PB1_2019,EPI2169785|150524000014_PA_2019,EPI2169789|150524000014_HA_2019,EPI2169782|150524000014_NP_2019,EPI2169788|150524000014_NA_2019,EPI2169784|150524000014_MP_2019,EPI2169783|150524000014_NS_2019,,,A/Michigan/UOM150524000014/2019,A / H1N1
EPI_ISL_14925755,EPI2169794|150524000016_PB2_2020,EPI2169795|150524000016_PB1_2020,EPI2169793|150524000016_PA_2020,EPI2169797|150524000016_HA_2020,EPI2169790|150524000016_NP_2020,EPI2169796|150524000016_NA_2020,EPI2169792|150524000016_MP_2020,EPI2169791|150524000016_NS_2020,,,A/Michigan/UOM150524000016/2020,A / H1N1
EPI_ISL_14925756,EPI2169802|150524000117_PB2_2020,EPI2169803|150524000117_PB1_2020,EPI2169801|150524000117_PA_2020,EPI2169805|150524000117_HA_2020,EPI2169798|150524000117_NP_2020,EPI2169804|150524000117_NA_2020,EPI2169800|150524000117_MP_2020,EPI2169799|150524000117_NS_2020,,,A/Michigan/UOM150524000117/2020,A / H1N1
EPI_ISL_14925757,EPI2169810|150524000022_PB2_2020,EPI2169811|150524000022_PB1_2020,EPI2169809|150524000022_PA_2020,EPI2169813|150524000022_HA_2020,EPI2169806|150524000022_NP_2020,EPI2169812|150524000022_NA_2020,EPI2169808|150524000022_MP_2020,EPI2169807|150524000022_NS_2020,,,A/Michigan/UOM150524000022/2020,A / H1N1
EPI_ISL_14925758,EPI2169818|150524000118_PB2_2020,EPI2169819|150524000118_PB1_2020,EPI2169817|150524000118_PA_2020,EPI2169821|150524000118_HA_2020,EPI2169814|150524000118_NP_2020,EPI2169820|150524000118_NA_2020,EPI2169816|150524000118_MP_2020,EPI2169815|150524000118_NS_2020,,,A/Michigan/UOM150524000118/2020,A / H1N1
EPI_ISL_14925759,EPI2169826|150524000025_PB2_2020,EPI2169827|150524000025_PB1_2020,EPI2169825|150524000025_PA_2020,EPI2169829|150524000025_HA_2020,EPI2169822|150524000025_NP_2020,EPI2169828|150524000025_NA_2020,EPI2169824|150524000025_MP_2020,EPI2169823|150524000025_NS_2020,,,A/Michigan/UOM150524000025/2020,A / H1N1
EPI_ISL_14925760,EPI2169834|150524000119_PB2_2020,EPI2169835|150524000119_PB1_2020,EPI2169833|150524000119_PA_2020,EPI2169837|150524000119_HA_2020,EPI2169830|150524000119_NP_2020,EPI2169836|150524000119_NA_2020,EPI2169832|150524000119_MP_2020,EPI2169831|150524000119_NS_2020,,,A/Michigan/UOM150524000119/2020,A / H1N1
EPI_ISL_14925761,EPI2169842|150524000027_PB2_2020,EPI2169843|150524000027_PB1_2020,EPI2169841|150524000027_PA_2020,EPI2169845|150524000027_HA_2020,EPI2169838|150524000027_NP_2020,EPI2169844|150524000027_NA_2020,EPI2169840|150524000027_MP_2020,EPI2169839|150524000027_NS_2020,,,A/Michigan/UOM150524000027/2020,A / H1N1
EPI_ISL_14925762,EPI2169850|150524000029_PB2_2020,EPI2169851|150524000029_PB1_2020,EPI2169849|150524000029_PA_2020,EPI2169853|150524000029_HA_2020,EPI2169846|150524000029_NP_2020,EPI2169852|150524000029_NA_2020,EPI2169848|150524000029_MP_2020,EPI2169847|150524000029_NS_2020,,,A/Michigan/UOM150524000029/2020,A / H1N1
EPI_ISL_14925763,EPI2169858|150524000033_PB2_2020,EPI2169859|150524000033_PB1_2020,EPI2169857|150524000033_PA_2020,EPI2169861|150524000033_HA_2020,EPI2169854|150524000033_NP_2020,EPI2169860|150524000033_NA_2020,EPI2169856|150524000033_MP_2020,EPI2169855|150524000033_NS_2020,,,A/Michigan/UOM150524000033/2020,A / H1N1
EPI_ISL_14925764,EPI2169866|150524000032_PB2_2020,EPI2169867|150524000032_PB1_2020,EPI2169865|150524000032_PA_2020,EPI2169869|150524000032_HA_2020,EPI2169862|150524000032_NP_2020,EPI2169868|150524000032_NA_2020,EPI2169864|150524000032_MP_2020,EPI2169863|150524000032_NS_2020,,,A/Michigan/UOM150524000032/2020,A / H1N1
EPI_ISL_14925765,EPI2169874|150524000120_PB2_2020,EPI2169875|150524000120_PB1_2020,EPI2169873|150524000120_PA_2020,EPI2169877|150524000120_HA_2020,EPI2169870|150524000120_NP_2020,EPI2169876|150524000120_NA_2020,EPI2169872|150524000120_MP_2020,EPI2169871|150524000120_NS_2020,,,A/Michigan/UOM150524000120/2020,A / H1N1
EPI_ISL_14925766,EPI2169882|150524000034_PB2_2020,EPI2169883|150524000034_PB1_2020,EPI2169881|150524000034_PA_2020,EPI2169885|150524000034_HA_2020,EPI2169878|150524000034_NP_2020,EPI2169884|150524000034_NA_2020,EPI2169880|150524000034_MP_2020,EPI2169879|150524000034_NS_2020,,,A/Michigan/UOM150524000034/2020,A / H1N1
EPI_ISL_14925767,EPI2169890|150524000035_PB2_2020,EPI2169891|150524000035_PB1_2020,EPI2169889|150524000035_PA_2020,EPI2169893|150524000035_HA_2020,EPI2169886|150524000035_NP_2020,EPI2169892|150524000035_NA_2020,EPI2169888|150524000035_MP_2020,EPI2169887|150524000035_NS_2020,,,A/Michigan/UOM150524000035/2020,A / H1N1
EPI_ISL_14925768,EPI2169898|150524000036_PB2_2020,EPI2169899|150524000036_PB1_2020,EPI2169897|150524000036_PA_2020,EPI2169901|150524000036_HA_2020,EPI2169894|150524000036_NP_2020,EPI2169900|150524000036_NA_2020,EPI2169896|150524000036_MP_2020,EPI2169895|150524000036_NS_2020,,,A/Michigan/UOM150524000036/2020,A / H1N1
EPI_ISL_14925769,EPI2169906|150524000037_PB2_2020,EPI2169907|150524000037_PB1_2020,EPI2169905|150524000037_PA_2020,EPI2169909|150524000037_HA_2020,EPI2169902|150524000037_NP_2020,EPI2169908|150524000037_NA_2020,EPI2169904|150524000037_MP_2020,EPI2169903|150524000037_NS_2020,,,A/Michigan/UOM150524000037/2020,A / H1N1
EPI_ISL_14925770,EPI2169914|150524000039_PB2_2020,EPI2169915|150524000039_PB1_2020,EPI2169913|150524000039_PA_2020,EPI2169917|150524000039_HA_2020,EPI2169910|150524000039_NP_2020,EPI2169916|150524000039_NA_2020,EPI2169912|150524000039_MP_2020,EPI2169911|150524000039_NS_2020,,,A/Michigan/UOM150524000039/2020,A / H1N1
EPI_ISL_14925771,EPI2169922|150524000040_PB2_2020,EPI2169923|150524000040_PB1_2020,EPI2169921|150524000040_PA_2020,EPI2169925|150524000040_HA_2020,EPI2169918|150524000040_NP_2020,EPI2169924|150524000040_NA_2020,EPI2169920|150524000040_MP_2020,EPI2169919|150524000040_NS_2020,,,A/Michigan/UOM150524000040/2020,A / H1N1
EPI_ISL_14925772,EPI2169930|150524000045_PB2_2020,EPI2169931|150524000045_PB1_2020,EPI2169929|150524000045_PA_2020,EPI2169933|150524000045_HA_2020,EPI2169926|150524000045_NP_2020,EPI2169932|150524000045_NA_2020,EPI2169928|150524000045_MP_2020,EPI2169927|150524000045_NS_2020,,,A/Michigan/UOM150524000045/2020,A / H1N1
EPI_ISL_14925773,EPI2169938|150524000044_PB2_2020,EPI2169939|150524000044_PB1_2020,EPI2169937|150524000044_PA_2020,EPI2169941|150524000044_HA_2020,EPI2169934|150524000044_NP_2020,EPI2169940|150524000044_NA_2020,EPI2169936|150524000044_MP_2020,EPI2169935|150524000044_NS_2020,,,A/Michigan/UOM150524000044/2020,A / H1N1
EPI_ISL_14925832,EPI2169946|150524000046_PB2_2020,EPI2169947|150524000046_PB1_2020,EPI2169945|150524000046_PA_2020,EPI2169949|150524000046_HA_2020,EPI2169942|150524000046_NP_2020,EPI2169948|150524000046_NA_2020,EPI2169944|150524000046_MP_2020,EPI2169943|150524000046_NS_2020,,,A/Michigan/UOM150524000046/2020,A / H1N1
EPI_ISL_14925833,EPI2169954|150524000051_PB2_2020,EPI2169955|150524000051_PB1_2020,EPI2169953|150524000051_PA_2020,EPI2169957|150524000051_HA_2020,EPI2169950|150524000051_NP_2020,EPI2169956|150524000051_NA_2020,EPI2169952|150524000051_MP_2020,EPI2169951|150524000051_NS_2020,,,A/Michigan/UOM150524000051/2020,A / H1N1
EPI_ISL_14925834,EPI2169962|150524000053_PB2_2020,EPI2169963|150524000053_PB1_2020,EPI2169961|150524000053_PA_2020,EPI2169965|150524000053_HA_2020,EPI2169958|150524000053_NP_2020,EPI2169964|150524000053_NA_2020,EPI2169960|150524000053_MP_2020,EPI2169959|150524000053_NS_2020,,,A/Michigan/UOM150524000053/2020,A / H1N1
EPI_ISL_14925835,EPI2169970|150524000052_PB2_2020,EPI2169971|150524000052_PB1_2020,EPI2169969|150524000052_PA_2020,EPI2169973|150524000052_HA_2020,EPI2169966|150524000052_NP_2020,EPI2169972|150524000052_NA_2020,EPI2169968|150524000052_MP_2020,EPI2169967|150524000052_NS_2020,,,A/Michigan/UOM150524000052/2020,A / H1N1
EPI_ISL_14925836,EPI2169978|150524000055_PB2_2020,EPI2169979|150524000055_PB1_2020,EPI2169977|150524000055_PA_2020,EPI2169981|150524000055_HA_2020,EPI2169974|150524000055_NP_2020,EPI2169980|150524000055_NA_2020,EPI2169976|150524000055_MP_2020,EPI2169975|150524000055_NS_2020,,,A/Michigan/UOM150524000055/2020,A / H1N1
EPI_ISL_14925837,EPI2169986|150524000058_PB2_2020,EPI2169987|150524000058_PB1_2020,EPI2169985|150524000058_PA_2020,EPI2169989|150524000058_HA_2020,EPI2169982|150524000058_NP_2020,EPI2169988|150524000058_NA_2020,EPI2169984|150524000058_MP_2020,EPI2169983|150524000058_NS_2020,,,A/Michigan/UOM150524000058/2020,A / H1N1
EPI_ISL_14925838,EPI2169994|150524000060_PB2_2020,EPI2169995|150524000060_PB1_2020,EPI2169993|150524000060_PA_2020,EPI2169997|150524000060_HA_2020,EPI2169990|150524000060_NP_2020,EPI2169996|150524000060_NA_2020,EPI2169992|150524000060_MP_2020,EPI2169991|150524000060_NS_2020,,,A/Michigan/UOM150524000060/2020,A / H1N1
EPI_ISL_14925839,EPI2170002|150524000063_PB2_2020,EPI2170003|150524000063_PB1_2020,EPI2170001|150524000063_PA_2020,EPI2170005|150524000063_HA_2020,EPI2169998|150524000063_NP_2020,EPI2170004|150524000063_NA_2020,EPI2170000|150524000063_MP_2020,EPI2169999|150524000063_NS_2020,,,A/Michigan/UOM150524000063/2020,A / H1N1
EPI_ISL_14925840,EPI2170010|150524000062_PB2_2020,EPI2170011|150524000062_PB1_2020,EPI2170009|150524000062_PA_2020,EPI2170013|150524000062_HA_2020,EPI2170006|150524000062_NP_2020,EPI2170012|150524000062_NA_2020,EPI2170008|150524000062_MP_2020,EPI2170007|150524000062_NS_2020,,,A/Michigan/UOM150524000062/2020,A / H1N1
EPI_ISL_14925841,EPI2170018|150524000064_PB2_2020,EPI2170019|150524000064_PB1_2020,EPI2170017|150524000064_PA_2020,EPI2170021|150524000064_HA_2020,EPI2170014|150524000064_NP_2020,EPI2170020|150524000064_NA_2020,EPI2170016|150524000064_MP_2020,EPI2170015|150524000064_NS_2020,,,A/Michigan/UOM150524000064/2020,A / H1N1
EPI_ISL_14925842,EPI2170026|150524000121_PB2_2020,EPI2170027|150524000121_PB1_2020,EPI2170025|150524000121_PA_2020,EPI2170029|150524000121_HA_2020,EPI2170022|150524000121_NP_2020,EPI2170028|150524000121_NA_2020,EPI2170024|150524000121_MP_2020,EPI2170023|150524000121_NS_2020,,,A/Michigan/UOM150524000121/2020,A / H1N1
EPI_ISL_14925843,EPI2170034|150524000066_PB2_2020,EPI2170035|150524000066_PB1_2020,EPI2170033|150524000066_PA_2020,EPI2170037|150524000066_HA_2020,EPI2170030|150524000066_NP_2020,EPI2170036|150524000066_NA_2020,EPI2170032|150524000066_MP_2020,EPI2170031|150524000066_NS_2020,,,A/Michigan/UOM150524000066/2020,A / H1N1
EPI_ISL_14925844,EPI2170042|150524000068_PB2_2020,EPI2170043|150524000068_PB1_2020,EPI2170041|150524000068_PA_2020,EPI2170045|150524000068_HA_2020,EPI2170038|150524000068_NP_2020,EPI2170044|150524000068_NA_2020,EPI2170040|150524000068_MP_2020,EPI2170039|150524000068_NS_2020,,,A/Michigan/UOM150524000068/2020,A / H1N1
EPI_ISL_14925845,EPI2170050|150524000073_PB2_2020,EPI2170051|150524000073_PB1_2020,EPI2170049|150524000073_PA_2020,EPI2170053|150524000073_HA_2020,EPI2170046|150524000073_NP_2020,EPI2170052|150524000073_NA_2020,EPI2170048|150524000073_MP_2020,EPI2170047|150524000073_NS_2020,,,A/Michigan/UOM150524000073/2020,A / H1N1
EPI_ISL_14925846,EPI2170058|150524000074_PB2_2020,EPI2170059|150524000074_PB1_2020,EPI2170057|150524000074_PA_2020,EPI2170061|150524000074_HA_2020,EPI2170054|150524000074_NP_2020,EPI2170060|150524000074_NA_2020,EPI2170056|150524000074_MP_2020,EPI2170055|150524000074_NS_2020,,,A/Michigan/UOM150524000074/2020,A / H1N1
EPI_ISL_14925847,EPI2170066|150524000076_PB2_2020,EPI2170067|150524000076_PB1_2020,EPI2170065|150524000076_PA_2020,EPI2170069|150524000076_HA_2020,EPI2170062|150524000076_NP_2020,EPI2170068|150524000076_NA_2020,EPI2170064|150524000076_MP_2020,EPI2170063|150524000076_NS_2020,,,A/Michigan/UOM150524000076/2020,A / H1N1
EPI_ISL_14925848,EPI2170074|150524000079_PB2_2020,EPI2170075|150524000079_PB1_2020,EPI2170073|150524000079_PA_2020,EPI2170077|150524000079_HA_2020,EPI2170070|150524000079_NP_2020,EPI2170076|150524000079_NA_2020,EPI2170072|150524000079_MP_2020,EPI2170071|150524000079_NS_2020,,,A/Michigan/UOM150524000079/2020,A / H1N1
EPI_ISL_14925849,EPI2170082|150524000122_PB2_2020,EPI2170083|150524000122_PB1_2020,EPI2170081|150524000122_PA_2020,EPI2170085|150524000122_HA_2020,EPI2170078|150524000122_NP_2020,EPI2170084|150524000122_NA_2020,EPI2170080|150524000122_MP_2020,EPI2170079|150524000122_NS_2020,,,A/Michigan/UOM150524000122/2020,A / H1N1
EPI_ISL_14925850,EPI2170090|150524000085_PB2_2020,EPI2170091|150524000085_PB1_2020,EPI2170089|150524000085_PA_2020,EPI2170093|150524000085_HA_2020,EPI2170086|150524000085_NP_2020,EPI2170092|150524000085_NA_2020,EPI2170088|150524000085_MP_2020,EPI2170087|150524000085_NS_2020,,,A/Michigan/UOM150524000085/2020,A / H1N1
EPI_ISL_14925851,EPI2170098|150524000086_PB2_2020,EPI2170099|150524000086_PB1_2020,EPI2170097|150524000086_PA_2020,EPI2170101|150524000086_HA_2020,EPI2170094|150524000086_NP_2020,EPI2170100|150524000086_NA_2020,EPI2170096|150524000086_MP_2020,EPI2170095|150524000086_NS_2020,,,A/Michigan/UOM150524000086/2020,A / H1N1
EPI_ISL_14925852,EPI2170106|150524000123_PB2_2020,EPI2170107|150524000123_PB1_2020,EPI2170105|150524000123_PA_2020,EPI2170109|150524000123_HA_2020,EPI2170102|150524000123_NP_2020,EPI2170108|150524000123_NA_2020,EPI2170104|150524000123_MP_2020,EPI2170103|150524000123_NS_2020,,,A/Michigan/UOM150524000123/2020,A / H1N1
EPI_ISL_14925853,EPI2170114|150524000087_PB2_2020,EPI2170115|150524000087_PB1_2020,EPI2170113|150524000087_PA_2020,EPI2170117|150524000087_HA_2020,EPI2170110|150524000087_NP_2020,EPI2170116|150524000087_NA_2020,EPI2170112|150524000087_MP_2020,EPI2170111|150524000087_NS_2020,,,A/Michigan/UOM150524000087/2020,A / H1N1
EPI_ISL_14925854,EPI2170122|150524000092_PB2_2020,EPI2170123|150524000092_PB1_2020,EPI2170121|150524000092_PA_2020,EPI2170125|150524000092_HA_2020,EPI2170118|150524000092_NP_2020,EPI2170124|150524000092_NA_2020,EPI2170120|150524000092_MP_2020,EPI2170119|150524000092_NS_2020,,,A/Michigan/UOM150524000092/2020,A / H1N1
EPI_ISL_14925855,EPI2170130|150524000091_PB2_2020,EPI2170131|150524000091_PB1_2020,EPI2170129|150524000091_PA_2020,EPI2170133|150524000091_HA_2020,EPI2170126|150524000091_NP_2020,EPI2170132|150524000091_NA_2020,EPI2170128|150524000091_MP_2020,EPI2170127|150524000091_NS_2020,,,A/Michigan/UOM150524000091/2020,A / H1N1
EPI_ISL_14925856,EPI2170138|150524000099_PB2_2020,EPI2170139|150524000099_PB1_2020,EPI2170137|150524000099_PA_2020,EPI2170141|150524000099_HA_2020,EPI2170134|150524000099_NP_2020,EPI2170140|150524000099_NA_2020,EPI2170136|150524000099_MP_2020,EPI2170135|150524000099_NS_2020,,,A/Michigan/UOM150524000099/2020,A / H1N1
EPI_ISL_14925857,EPI2170146|150524000098_PB2_2020,EPI2170147|150524000098_PB1_2020,EPI2170145|150524000098_PA_2020,EPI2170149|150524000098_HA_2020,EPI2170142|150524000098_NP_2020,EPI2170148|150524000098_NA_2020,EPI2170144|150524000098_MP_2020,EPI2170143|150524000098_NS_2020,,,A/Michigan/UOM150524000098/2020,A / H1N1
EPI_ISL_14925858,EPI2170154|150524000094_PB2_2020,EPI2170155|150524000094_PB1_2020,EPI2170153|150524000094_PA_2020,EPI2170157|150524000094_HA_2020,EPI2170150|150524000094_NP_2020,EPI2170156|150524000094_NA_2020,EPI2170152|150524000094_MP_2020,EPI2170151|150524000094_NS_2020,,,A/Michigan/UOM150524000094/2020,A / H1N1
EPI_ISL_14925859,EPI2170162|150524000093_PB2_2020,EPI2170163|150524000093_PB1_2020,EPI2170161|150524000093_PA_2020,EPI2170165|150524000093_HA_2020,EPI2170158|150524000093_NP_2020,EPI2170164|150524000093_NA_2020,EPI2170160|150524000093_MP_2020,EPI2170159|150524000093_NS_2020,,,A/Michigan/UOM150524000093/2020,A / H1N1
EPI_ISL_14925860,EPI2170170|150524000100_PB2_2020,EPI2170171|150524000100_PB1_2020,EPI2170169|150524000100_PA_2020,EPI2170173|150524000100_HA_2020,EPI2170166|150524000100_NP_2020,EPI2170172|150524000100_NA_2020,EPI2170168|150524000100_MP_2020,EPI2170167|150524000100_NS_2020,,,A/Michigan/UOM150524000100/2020,A / H1N1
EPI_ISL_14925861,EPI2170178|150524000103_PB2_2020,EPI2170179|150524000103_PB1_2020,EPI2170177|150524000103_PA_2020,EPI2170181|150524000103_HA_2020,EPI2170174|150524000103_NP_2020,EPI2170180|150524000103_NA_2020,EPI2170176|150524000103_MP_2020,EPI2170175|150524000103_NS_2020,,,A/Michigan/UOM150524000103/2020,A / H1N1
EPI_ISL_14925862,EPI2170186|150524000105_PB2_2020,EPI2170187|150524000105_PB1_2020,EPI2170185|150524000105_PA_2020,EPI2170189|150524000105_HA_2020,EPI2170182|150524000105_NP_2020,EPI2170188|150524000105_NA_2020,EPI2170184|150524000105_MP_2020,EPI2170183|150524000105_NS_2020,,,A/Michigan/UOM150524000105/2020,A / H1N1
EPI_ISL_14925863,EPI2170194|150524000108_PB2_2020,EPI2170195|150524000108_PB1_2020,EPI2170193|150524000108_PA_2020,EPI2170197|150524000108_HA_2020,EPI2170190|150524000108_NP_2020,EPI2170196|150524000108_NA_2020,EPI2170192|150524000108_MP_2020,EPI2170191|150524000108_NS_2020,,,A/Michigan/UOM150524000108/2020,A / H1N1
EPI_ISL_14925864,EPI2170202|150524000112_PB2_2020,EPI2170203|150524000112_PB1_2020,EPI2170201|150524000112_PA_2020,EPI2170205|150524000112_HA_2020,EPI2170198|150524000112_NP_2020,EPI2170204|150524000112_NA_2020,EPI2170200|150524000112_MP_2020,EPI2170199|150524000112_NS_2020,,,A/Michigan/UOM150524000112/2020,A / H1N1
